Unnamed: 0,StudentId,CGPA,Major Projects,Certifications,Mini Projects,Technical Skills Rating,Internship,Hackathon,12th Percentage,10th Percentage,backlogs,PlacementStatus,Name,Age,Department,Attendance,Aptitude Score,Coding Score,Technical Interview Score,Programming Languages Known,Soft Skills Rating,Communication Score,Extra Curricular Activities,Expected Salary
3690,3691,7.2,0,2,1,7,No,No,55,68,3,NotPlaced,Aarav Verma,23,Computer Science & Engineering,61.7,60.0,71.9,54.0,"JavaScript, Python, C++",4.0,73.5,No,5.8
3691,3692,8.6,2,3,2,8,Yes,Yes,72,86,0,Placed,Sneha Banerjee,20,Electronics & Communication Engineering,98.3,92.5,88.7,89.2,"Python, C++, SQL, JavaScript, Java",4.7,97.3,Yes,42.23
3692,3693,8.0,2,3,2,9,Yes,Yes,89,88,1,Placed,Aryan Nair,24,Computer Science & Engineering,93.3,71.4,96.5,88.5,"Java, Kotlin, Python, JavaScript, Swift",5.0,100.0,Yes,26.72
3693,3694,8.7,2,3,2,9,Yes,Yes,69,85,0,Placed,Sanjay Sharma,24,Electronics & Communication Engineering,88.0,70.2,98.4,91.1,"Python, SQL, Go, JavaScript",4.6,92.0,Yes,45.0
3694,3695,7.3,1,1,0,6,No,Yes,55,63,4,NotPlaced,Rahul Reddy,21,Computer Science & Engineering,82.9,68.7,62.8,46.7,"C++, JavaScript, Python",4.8,92.1,No,5.7
3695,3696,7.3,1,3,1,7,Yes,Yes,79,78,2,NotPlaced,Krishna Joshi,24,Computer Science & Engineering,62.0,51.2,73.3,52.4,"Java, Python",4.3,92.7,No,5.8
3696,3697,8.0,1,3,0,9,No,Yes,57,66,0,Placed,Aditi Mehta,20,Computer Science & Engineering,87.8,91.1,87.3,92.7,"SQL, JavaScript, Python",3.9,79.2,No,21.08
3697,3698,8.2,0,1,0,8,Yes,No,63,77,0,Placed,Siddhi Gupta,21,Computer Science & Engineering,88.0,98.8,99.3,82.3,"JavaScript, Swift, C++, SQL",4.6,87.8,Yes,22.34
3698,3699,7.3,1,1,0,7,No,No,55,66,2,NotPlaced,Aditya Joshi,24,Computer Science & Engineering,71.9,55.5,73.2,57.8,"C++, Python, Java",4.6,80.8,No,5.8
3699,3700,8.6,2,3,2,9,Yes,Yes,75,88,0,Placed,Dev Joshi,21,Electronics & Communication Engineering,88.3,66.1,91.0,98.9,"C++, Java, SQL",5.0,87.1,No,45.0
3700,3701,8.7,2,1,3,8,Yes,Yes,76,73,0,Placed,Vihaan Mishra,24,Electronics & Communication Engineering,84.7,100.0,84.4,84.6,"SQL, Kotlin, C++, Java",5.0,92.5,Yes,28.69
3701,3702,8.0,1,1,0,6,Yes,Yes,65,71,2,NotPlaced,Amit Iyer,24,Computer Science & Engineering,75.0,53.3,68.9,59.1,"SQL, JavaScript",4.2,83.4,No,5.8
3702,3703,8.2,1,1,1,7,Yes,Yes,55,67,1,NotPlaced,Aryan Choudhury,24,Electronics & Communication Engineering,88.4,37.0,66.0,65.7,"C++, Kotlin",4.9,92.3,No,5.8
3703,3704,8.2,2,3,2,8,Yes,Yes,72,80,1,Placed,Arjun Verma,23,Computer Science & Engineering,91.6,84.0,91.2,81.7,"SQL, JavaScript, Java, Swift",4.6,88.0,Yes,26.47
3704,3705,7.1,1,1,1,6,No,Yes,55,65,3,NotPlaced,Tanvi Das,24,Computer Science & Engineering,61.5,44.2,64.9,50.1,"Java, SQL",3.3,69.0,No,5.63
3705,3706,7.6,0,3,0,7,Yes,Yes,57,75,2,NotPlaced,Vihaan Sharma,23,Electrical & Electronics Engineering,71.5,75.9,60.6,70.4,"SQL, Python, Java",3.8,84.8,Yes,5.8
3706,3707,7.6,0,2,0,6,No,No,55,64,3,NotPlaced,Dev Mishra,22,Mechanical Engineering,70.5,46.6,57.0,52.1,"SQL, Python",3.8,75.3,No,5.8
3707,3708,8.2,0,3,0,8,Yes,No,62,65,0,Placed,Harsh Chatterjee,20,Electrical & Electronics Engineering,98.8,94.5,76.1,81.7,"C++, Python, Kotlin",4.8,95.0,Yes,20.23
3708,3709,7.6,1,2,1,8,No,Yes,68,70,3,NotPlaced,Pooja Choudhury,21,Computer Science & Engineering,74.1,53.3,80.3,60.1,"SQL, C++, JavaScript",4.6,91.0,No,5.8
3709,3710,8.4,2,3,0,8,Yes,Yes,88,71,0,Placed,Sanjay Patel,21,Civil Engineering,95.2,90.1,73.2,84.8,"SQL, Python, C++",4.2,83.2,Yes,23.88
3710,3711,7.5,1,1,0,6,No,Yes,55,60,2,NotPlaced,Alok Kumar,22,Electronics & Communication Engineering,71.3,51.1,46.6,54.5,"C++, JavaScript, Python",3.8,77.5,No,4.73
3711,3712,7.5,1,2,1,7,Yes,No,60,77,4,NotPlaced,Tanvi Verma,24,Information Technology,76.8,73.5,77.7,65.2,"SQL, Java, JavaScript",5.0,100.0,No,5.8
3712,3713,7.7,1,1,0,6,No,Yes,66,63,3,NotPlaced,Vihaan Singh,20,Civil Engineering,95.6,61.2,46.7,55.6,"Python, Swift, C++",3.7,82.3,Yes,4.84
3713,3714,6.7,0,1,1,7,Yes,No,74,70,3,NotPlaced,Harsh Iyer,22,Electrical & Electronics Engineering,58.2,37.4,38.3,54.9,"Java, Swift, Python",3.8,79.5,No,4.06
3714,3715,8.1,1,3,2,9,Yes,Yes,70,76,0,Placed,Rahul Pillai,22,Electronics & Communication Engineering,81.8,95.0,77.9,83.1,"Java, Python, C++, Go, SQL",5.0,91.6,Yes,23.81
3715,3716,7.6,0,1,0,7,No,No,56,68,2,NotPlaced,Yash Pillai,21,Electrical & Electronics Engineering,82.5,51.6,60.8,49.5,"C++, SQL",3.9,84.3,No,4.96
3716,3717,8.7,1,1,2,8,No,Yes,58,73,0,Placed,Nikhil Patel,23,Information Technology,91.6,93.4,100.0,92.3,"SQL, C++, Java, JavaScript, Python",3.6,80.3,No,25.25
3717,3718,8.7,1,1,1,7,No,No,68,60,1,NotPlaced,Vivek Nair,23,Electronics & Communication Engineering,67.3,81.1,77.3,64.3,"C++, Swift",4.2,82.9,No,5.8
3718,3719,7.5,1,2,0,6,Yes,Yes,57,75,4,NotPlaced,Aditya Sharma,24,Computer Science & Engineering,70.1,39.7,70.5,41.1,"Python, SQL",4.4,82.1,Yes,5.8
3719,3720,7.2,1,2,0,7,No,Yes,61,63,4,NotPlaced,Aarav Chatterjee,24,Civil Engineering,78.7,51.8,51.0,64.5,"C++, JavaScript, Python",4.4,87.7,No,5.35
3720,3721,8.0,1,3,2,8,Yes,Yes,73,87,1,Placed,Arjun Mehta,22,Electronics & Communication Engineering,80.4,70.7,80.4,88.7,"C++, SQL, JavaScript, Python, Java",4.8,99.3,Yes,23.03
3721,3722,8.2,1,2,0,7,Yes,Yes,78,69,1,NotPlaced,Meera Joshi,24,Electrical & Electronics Engineering,89.2,43.3,54.0,62.7,"Kotlin, Python",4.7,96.7,Yes,5.8
3722,3723,6.7,0,1,1,8,No,Yes,56,82,2,NotPlaced,Nikhil Chatterjee,23,Information Technology,56.1,47.7,73.2,52.7,"Java, Go, SQL",4.5,87.0,No,4.87
3723,3724,7.6,0,2,0,6,No,No,59,65,2,NotPlaced,Meghna Joshi,20,Electrical & Electronics Engineering,79.3,32.8,56.5,48.2,"JavaScript, Python",4.6,86.8,No,5.28
3724,3725,7.9,1,3,2,8,Yes,Yes,83,82,1,Placed,Abhishek Iyer,21,Information Technology,97.0,76.0,86.9,80.4,"Python, Java, SQL",4.8,95.2,No,27.23
3725,3726,7.6,0,3,0,8,Yes,Yes,85,80,0,Placed,Kiran Singh,23,Electronics & Communication Engineering,88.8,91.9,89.3,82.2,"Swift, C++, Kotlin",4.2,77.3,No,22.01
3726,3727,7.8,1,3,0,9,Yes,Yes,84,79,1,Placed,Diya Pandey,24,Electrical & Electronics Engineering,81.5,70.4,71.6,85.4,"JavaScript, SQL, Python",4.2,85.5,Yes,19.69
3727,3728,8.2,0,1,1,8,Yes,Yes,81,74,1,NotPlaced,Aditya Pillai,21,Computer Science & Engineering,61.9,73.4,85.7,68.9,"SQL, Go, Python",4.9,91.8,No,5.8
3728,3729,7.4,0,1,0,6,No,No,55,70,3,NotPlaced,Deepak Iyer,21,Information Technology,76.3,82.5,54.9,61.4,"JavaScript, Java",3.4,82.0,No,4.42
3729,3730,7.4,2,3,0,7,Yes,Yes,78,71,1,Placed,Karan Gupta,22,Information Technology,89.8,78.6,76.8,64.6,"SQL, Python, C++",4.9,99.3,No,20.02
3730,3731,8.7,0,3,0,8,Yes,Yes,77,65,0,Placed,Divya Gupta,24,Computer Science & Engineering,93.3,78.8,89.9,90.0,"SQL, C++, Python, JavaScript, Java",4.6,91.7,Yes,42.35
3731,3732,7.6,1,3,2,8,Yes,Yes,77,82,0,Placed,Karan Banerjee,22,Computer Science & Engineering,81.6,85.8,94.7,82.6,"JavaScript, Python, Java, SQL",4.2,83.1,No,24.72
3732,3733,8.3,1,3,2,9,Yes,Yes,71,84,0,Placed,Neha Sen,21,Computer Science & Engineering,78.7,82.7,100.0,88.6,"JavaScript, C++, Java, Python, Go",5.0,88.9,Yes,28.15
3733,3734,7.2,1,2,1,7,No,No,57,72,2,NotPlaced,Ananya Mehta,22,Computer Science & Engineering,80.8,58.0,63.2,62.7,"Python, Java",3.4,72.3,Yes,5.07
3734,3735,7.7,1,3,2,7,Yes,Yes,59,65,2,NotPlaced,Dev Mishra,24,Electrical & Electronics Engineering,63.7,54.2,55.1,64.7,"SQL, JavaScript, Java",4.1,81.9,Yes,5.8
3735,3736,7.9,0,1,1,7,No,No,55,63,4,NotPlaced,Vivek Sen,23,Mechanical Engineering,79.9,79.3,76.4,63.6,"SQL, C++, Python",4.4,84.4,No,5.8
3736,3737,8.0,1,3,2,8,Yes,Yes,71,86,0,Placed,Aryan Gupta,20,Electronics & Communication Engineering,91.0,98.0,79.3,79.6,"SQL, Go, C++",4.6,90.7,No,25.05
3737,3738,7.0,1,1,1,7,Yes,Yes,61,64,3,NotPlaced,Sanjay Banerjee,23,Computer Science & Engineering,71.0,45.2,77.1,48.9,"SQL, C++",4.3,88.3,Yes,5.8
3738,3739,8.5,1,1,0,8,Yes,Yes,71,86,1,Placed,Diya Banerjee,21,Electrical & Electronics Engineering,95.7,96.5,88.6,77.9,"SQL, Python, Go, C++, JavaScript",4.7,88.9,No,45.0
3739,3740,7.6,1,1,0,7,No,No,56,69,3,NotPlaced,Riya Rao,23,Information Technology,83.0,66.6,78.2,65.8,"SQL, C++",3.4,73.5,No,5.8
3740,3741,7.0,1,1,0,6,Yes,Yes,69,77,4,NotPlaced,Arjun Sen,22,Electrical & Electronics Engineering,76.1,82.7,60.4,59.8,"SQL, C++, Python",4.2,87.5,No,5.53
3741,3742,6.6,0,1,2,6,No,No,60,65,2,NotPlaced,Ishaan Banerjee,24,Information Technology,79.2,54.8,64.0,49.0,"SQL, JavaScript, Python",4.2,85.5,No,4.62
3742,3743,7.5,1,1,0,7,No,Yes,56,68,3,NotPlaced,Kavya Singh,23,Computer Science & Engineering,56.1,36.5,63.6,59.0,"SQL, Python",3.6,81.1,No,5.29
3743,3744,7.4,1,1,0,8,No,No,55,70,3,NotPlaced,Sai Iyer,23,Electronics & Communication Engineering,60.3,59.7,60.5,62.9,"Java, JavaScript, Python",4.3,82.6,No,5.33
3744,3745,7.5,1,3,2,8,Yes,Yes,75,81,3,NotPlaced,Aadhya Verma,24,Information Technology,89.1,39.8,70.8,64.4,"Java, Python, SQL",4.3,84.8,No,5.8
3745,3746,7.5,1,3,2,7,Yes,Yes,72,86,1,Placed,Sneha Banerjee,22,Mechanical Engineering,86.1,99.8,65.0,78.1,"JavaScript, C++",5.0,94.3,No,18.96
3746,3747,8.4,1,3,2,9,Yes,Yes,85,68,1,Placed,Vikram Mishra,20,Electronics & Communication Engineering,91.0,90.3,98.6,82.0,"Java, C++, Swift, Python",5.0,97.8,Yes,28.08
3747,3748,8.2,2,3,2,9,Yes,Yes,77,83,0,Placed,Riya Das,23,Information Technology,83.6,91.6,94.6,89.0,"JavaScript, Java, C++, Python, Swift",5.0,98.7,No,26.83
3748,3749,7.5,2,3,2,9,Yes,Yes,84,88,0,Placed,Divya Das,21,Electronics & Communication Engineering,75.1,95.6,85.0,80.7,"C++, JavaScript, SQL, Java",5.0,97.4,No,23.51
3749,3750,8.4,2,3,2,8,Yes,Yes,77,85,0,Placed,Sanjay Choudhury,22,Information Technology,87.4,95.6,94.7,86.3,"Python, JavaScript, SQL",4.6,96.6,Yes,27.03
3750,3751,8.1,1,2,0,7,Yes,Yes,65,76,1,NotPlaced,Siddhi Mishra,22,Computer Science & Engineering,86.4,66.7,81.9,53.8,"JavaScript, Java, C++",4.8,87.0,No,5.8
3751,3752,7.6,0,1,2,8,No,Yes,77,69,1,Placed,Vikram Pillai,23,Information Technology,87.5,74.9,82.8,73.9,"SQL, JavaScript, Python, Go",5.0,100.0,No,19.32
3752,3753,8.2,1,3,2,9,Yes,Yes,69,84,0,Placed,Abhishek Chatterjee,24,Computer Science & Engineering,96.9,97.2,100.0,81.8,"JavaScript, Java, Go, C++",4.7,90.2,Yes,29.25
3753,3754,6.5,1,1,0,6,Yes,Yes,56,69,2,NotPlaced,Dev Mehta,23,Computer Science & Engineering,75.5,90.6,68.9,47.5,"Java, SQL",4.4,85.3,No,5.8
3754,3755,8.4,2,3,2,9,Yes,Yes,88,80,1,Placed,Kavya Mishra,23,Computer Science & Engineering,99.4,79.9,97.0,89.0,"Java, Python, JavaScript, SQL, C++",5.0,91.9,No,30.21
3755,3756,7.6,2,3,1,8,Yes,Yes,57,70,2,NotPlaced,Divya Singh,24,Computer Science & Engineering,83.6,47.4,75.3,62.6,"SQL, Python, JavaScript, C++",4.6,89.3,Yes,5.8
3756,3757,8.3,1,2,0,8,Yes,Yes,75,72,1,NotPlaced,Alok Banerjee,21,Computer Science & Engineering,83.1,36.1,81.0,73.4,"Python, JavaScript, Java",4.8,82.2,No,5.8
3757,3758,8.1,1,3,2,8,Yes,Yes,72,67,1,NotPlaced,Aryan Sharma,24,Electrical & Electronics Engineering,71.6,76.1,72.5,65.7,"C++, JavaScript, SQL",4.5,87.9,Yes,5.8
3758,3759,7.7,1,3,3,8,Yes,Yes,80,65,2,NotPlaced,Vivek Das,23,Computer Science & Engineering,71.4,69.2,81.1,69.1,"Java, Python, C++",3.8,86.2,No,5.8
3759,3760,8.2,2,3,2,9,Yes,Yes,70,85,1,Placed,Meera Nair,20,Information Technology,79.3,94.2,96.3,87.4,"JavaScript, Java, C++, Go",5.0,96.8,Yes,26.28
3760,3761,8.4,2,3,2,9,Yes,Yes,71,85,1,Placed,Meghna Iyer,24,Information Technology,82.0,87.7,97.2,94.5,"Swift, Python, JavaScript, Java, Go",5.0,94.4,Yes,30.37
3761,3762,7.5,1,1,0,8,No,Yes,66,65,3,NotPlaced,Kiran Pillai,21,Computer Science & Engineering,82.8,30.5,84.3,67.9,"Python, C++, Java, SQL, JavaScript",3.8,77.7,Yes,5.8
3762,3763,7.7,0,0,1,7,Yes,Yes,55,62,3,NotPlaced,Nikhil Rao,24,Civil Engineering,63.5,53.7,63.7,59.7,"Python, Java, Go",3.9,77.9,No,5.8
3763,3764,7.7,2,2,0,8,No,No,55,65,2,NotPlaced,Ishaan Reddy,24,Electronics & Communication Engineering,87.9,42.4,71.9,72.5,"Java, SQL, Python, Kotlin",4.3,80.6,No,5.8
3764,3765,8.2,1,3,2,9,Yes,No,74,80,1,NotPlaced,Karan Choudhury,22,Electrical & Electronics Engineering,69.4,49.3,80.8,69.7,"SQL, Go, Java, Python, JavaScript",4.5,93.9,Yes,5.8
3765,3766,7.3,1,3,0,8,Yes,No,77,80,3,NotPlaced,Tanvi Sen,22,Information Technology,77.5,52.0,74.5,58.6,"Python, JavaScript, Kotlin, Swift, Java",4.8,90.5,No,5.8
3766,3767,6.9,0,2,1,7,No,Yes,55,64,2,NotPlaced,Sneha Das,23,Electronics & Communication Engineering,80.6,56.4,65.3,41.4,"C++, Python",4.4,86.8,No,5.06
3767,3768,8.2,2,3,2,9,Yes,Yes,76,78,0,Placed,Aadhya Singh,23,Civil Engineering,98.8,100.0,85.1,88.3,"SQL, Java, C++",5.0,98.4,No,24.81
3768,3769,7.3,2,1,1,7,Yes,No,58,66,2,NotPlaced,Aadhya Verma,24,Computer Science & Engineering,71.5,30.6,66.9,50.1,"C++, JavaScript, SQL",4.9,92.7,Yes,5.8
3769,3770,7.6,1,2,1,8,No,Yes,75,68,4,NotPlaced,Aadhya Gupta,20,Information Technology,80.7,33.7,77.5,70.4,"JavaScript, Swift, Python, C++, Java",4.3,89.1,Yes,5.8
3770,3771,8.8,1,3,2,9,Yes,Yes,85,83,0,Placed,Ananya Verma,23,Information Technology,87.4,77.2,100.0,92.6,"C++, Java, JavaScript, Python",5.0,98.8,No,40.63
3771,3772,7.5,0,1,1,8,No,Yes,64,65,4,NotPlaced,Rahul Banerjee,24,Civil Engineering,75.5,66.1,55.9,60.2,"Python, JavaScript, SQL, Kotlin, C++",4.1,79.8,No,5.13
3772,3773,8.3,0,3,2,9,Yes,Yes,77,85,0,Placed,Aditi Sen,24,Computer Science & Engineering,85.3,82.2,94.2,91.1,"SQL, Java, JavaScript, C++, Python",4.4,92.8,No,27.54
3773,3774,7.7,1,2,0,7,No,No,55,70,2,NotPlaced,Siddhi Kumar,24,Electronics & Communication Engineering,62.7,52.2,49.2,62.9,"Java, C++",3.9,73.7,No,5.62
3774,3775,7.7,1,2,1,8,No,No,65,70,0,Placed,Krishna Pillai,24,Computer Science & Engineering,78.6,89.7,90.9,73.2,"SQL, JavaScript, Python, Java, C++",4.7,94.1,No,19.33
3775,3776,7.4,1,1,0,7,No,Yes,63,69,3,NotPlaced,Nikhil Patel,24,Mechanical Engineering,72.8,54.2,59.6,54.7,"C++, Swift, Go",4.3,80.8,Yes,5.06
3776,3777,8.2,1,3,0,7,Yes,Yes,56,82,1,NotPlaced,Aryan Nair,22,Electronics & Communication Engineering,72.6,61.5,61.3,67.1,"Python, C++",4.7,88.9,No,5.8
3777,3778,7.7,1,1,0,8,Yes,Yes,75,65,1,Placed,Aditya Pillai,21,Mechanical Engineering,96.3,92.9,68.0,80.1,"Java, Python, Kotlin",4.0,86.9,No,19.92
3778,3779,7.7,1,1,2,7,No,No,66,68,2,NotPlaced,Krishna Singh,21,Mechanical Engineering,76.4,41.8,58.4,64.3,"JavaScript, Kotlin, SQL",4.8,93.8,Yes,5.8
3779,3780,7.2,1,1,0,8,No,Yes,77,75,2,NotPlaced,Divya Sharma,24,Electronics & Communication Engineering,55.6,57.5,69.4,61.6,"Python, Kotlin, C++, Java",3.9,84.6,Yes,5.58
3780,3781,6.6,1,1,0,8,Yes,Yes,74,76,0,Placed,Harsh Nair,23,Electronics & Communication Engineering,87.3,79.6,65.8,67.4,"SQL, Python, C++, Swift",4.0,80.5,No,16.2
3781,3782,8.5,1,3,2,9,Yes,Yes,80,80,1,Placed,Kiran Pandey,20,Electronics & Communication Engineering,90.9,82.4,97.7,92.8,"C++, Java, Kotlin, JavaScript, SQL",4.7,95.9,No,45.0
3782,3783,8.2,1,1,0,6,No,No,57,66,1,NotPlaced,Riya Mehta,24,Information Technology,76.5,48.1,86.9,62.7,"Python, C++",4.1,84.5,No,5.8
3783,3784,7.9,0,2,1,7,No,No,59,68,3,NotPlaced,Sneha Mishra,20,Information Technology,65.0,58.8,66.5,69.0,"Go, Kotlin, JavaScript",3.9,79.9,No,5.65
3784,3785,7.5,0,2,0,8,Yes,Yes,74,66,2,NotPlaced,Rohan Mishra,22,Computer Science & Engineering,83.1,57.4,88.7,65.2,"C++, JavaScript, Java, SQL",4.2,82.3,No,5.8
3785,3786,6.9,1,2,1,7,Yes,Yes,59,59,3,NotPlaced,Deepak Reddy,21,Information Technology,76.3,55.2,76.5,52.5,"Java, JavaScript",4.0,84.2,No,5.8
3786,3787,8.3,0,2,0,6,Yes,Yes,81,77,1,NotPlaced,Vivek Das,22,Civil Engineering,82.8,66.3,62.4,56.4,"Python, Swift",4.7,88.5,No,5.8
3787,3788,8.1,2,3,2,9,Yes,Yes,88,87,0,Placed,Sanya Gupta,23,Computer Science & Engineering,87.9,90.3,100.0,86.6,"Java, SQL, JavaScript, Python, C++",4.8,98.2,No,27.72
3788,3789,7.6,0,1,1,6,No,No,55,64,2,NotPlaced,Aditi Sen,23,Electrical & Electronics Engineering,85.2,53.3,56.9,51.8,"Kotlin, SQL",4.0,83.7,Yes,5.8
3789,3790,8.9,1,3,2,8,Yes,Yes,78,77,0,Placed,Karan Mehta,24,Computer Science & Engineering,78.5,100.0,95.4,81.4,"SQL, JavaScript, Java, Python",5.0,99.4,Yes,42.89
3790,3791,7.5,2,2,1,8,No,No,55,62,2,NotPlaced,Tanvi Pillai,23,Information Technology,69.7,55.4,70.7,59.7,"SQL, Java, Swift, JavaScript, Python",4.4,87.9,Yes,5.8
3791,3792,7.5,1,1,1,7,Yes,No,59,79,3,NotPlaced,Kavya Mishra,23,Computer Science & Engineering,88.4,45.4,66.6,62.4,"C++, SQL",4.4,82.9,No,5.8
3792,3793,7.6,1,1,0,7,Yes,Yes,55,68,1,Placed,Kavya Iyer,22,Information Technology,78.4,65.4,91.7,65.6,"Python, C++, JavaScript",4.5,89.5,Yes,22.34
3793,3794,6.5,1,1,0,7,No,No,63,61,2,NotPlaced,Sneha Kumar,20,Computer Science & Engineering,62.1,43.8,69.3,56.9,"Go, JavaScript",4.2,77.7,No,5.36
3794,3795,7.6,2,2,1,7,Yes,Yes,61,66,3,NotPlaced,Meghna Gupta,21,Electronics & Communication Engineering,82.1,66.8,71.7,59.1,"Java, C++",4.2,77.3,No,5.8
3795,3796,8.1,2,3,1,8,Yes,Yes,74,84,1,Placed,Neha Reddy,23,Electronics & Communication Engineering,97.4,78.6,80.2,74.1,"C++, Go, Java, JavaScript",4.3,84.2,Yes,23.06
3796,3797,7.1,1,1,0,6,No,No,60,65,2,NotPlaced,Amit Chatterjee,23,Electrical & Electronics Engineering,66.0,55.5,60.6,43.0,"Swift, Java, Go",3.2,76.4,Yes,5.01
3797,3798,8.3,1,3,1,8,Yes,Yes,65,63,0,Placed,Abhishek Verma,22,Electronics & Communication Engineering,96.0,100.0,86.4,76.4,"Java, Python, C++, JavaScript, SQL",4.8,92.4,No,27.42
3798,3799,6.5,0,2,0,7,Yes,Yes,73,71,1,Placed,Priya Das,21,Mechanical Engineering,89.4,79.0,70.2,64.1,"SQL, Java",4.4,85.6,No,14.35
3799,3800,7.6,0,1,2,7,Yes,Yes,55,82,4,NotPlaced,Dev Rao,22,Electrical & Electronics Engineering,80.2,76.4,61.0,58.0,"JavaScript, Python, Java",4.4,78.8,No,5.8
3800,3801,8.4,2,3,2,9,Yes,Yes,74,88,1,Placed,Abhishek Chatterjee,20,Computer Science & Engineering,73.0,83.8,97.5,93.1,"Java, SQL, C++, JavaScript",5.0,93.2,No,30.12
3801,3802,6.5,0,1,1,8,No,Yes,68,65,3,NotPlaced,Ananya Pandey,22,Computer Science & Engineering,81.6,52.5,72.7,47.3,"SQL, Go, Java",3.7,71.8,No,5.12
3802,3803,7.4,1,1,0,7,No,No,63,62,4,NotPlaced,Deepak Choudhury,21,Computer Science & Engineering,83.0,70.6,72.6,60.9,"Python, Java",3.5,69.6,No,5.8
3803,3804,8.5,2,2,2,8,Yes,Yes,68,83,0,Placed,Harsh Iyer,21,Information Technology,85.6,74.2,84.5,82.4,"JavaScript, Python, SQL, Java, Go",5.0,85.7,No,28.24
3804,3805,8.4,1,2,2,8,Yes,Yes,55,66,0,Placed,Riya Banerjee,23,Information Technology,87.5,80.9,96.7,83.1,"Python, Java, SQL, JavaScript, C++",4.3,90.1,No,27.63
3805,3806,7.6,1,2,1,6,Yes,No,61,66,2,NotPlaced,Sneha Joshi,20,Mechanical Engineering,72.3,46.4,46.7,55.7,"JavaScript, SQL, Python",4.8,86.0,No,5.8
3806,3807,6.5,1,2,1,8,No,Yes,69,84,4,NotPlaced,Vihaan Pillai,24,Information Technology,62.1,62.4,68.1,54.5,"Python, SQL, Java, JavaScript, Go",4.4,89.4,Yes,5.33
3807,3808,8.5,2,3,2,8,Yes,Yes,86,88,1,Placed,Riya Pillai,23,Electrical & Electronics Engineering,85.3,81.5,88.1,82.2,"SQL, C++, Java",5.0,96.0,No,39.43
3808,3809,6.5,1,2,1,8,No,Yes,74,74,4,NotPlaced,Sai Banerjee,22,Computer Science & Engineering,78.6,70.2,62.3,57.6,"Python, C++, JavaScript",3.6,84.0,Yes,4.0
3809,3810,7.4,1,1,1,7,No,Yes,60,57,4,NotPlaced,Yash Chatterjee,22,Computer Science & Engineering,84.2,58.5,70.7,54.2,"Python, Java, SQL",4.6,93.5,No,5.8
3810,3811,6.5,1,1,0,7,No,No,65,67,3,NotPlaced,Priya Patel,21,Electrical & Electronics Engineering,65.2,42.6,49.8,49.8,"SQL, Python, JavaScript",4.4,86.9,No,3.55
3811,3812,7.7,0,1,0,7,No,No,79,61,4,NotPlaced,Kabir Choudhury,21,Computer Science & Engineering,81.8,50.4,71.0,54.5,"Python, Java, C++",4.8,94.6,No,5.8
3812,3813,7.5,0,2,1,7,No,Yes,55,69,3,NotPlaced,Harsh Banerjee,21,Mechanical Engineering,77.3,78.7,57.8,62.7,"Go, Java, C++",4.8,83.4,Yes,5.07
3813,3814,7.4,0,1,0,7,No,No,59,76,2,NotPlaced,Sanya Reddy,24,Computer Science & Engineering,82.1,30.0,60.1,49.6,"Java, SQL, C++",4.7,81.0,No,5.79
3814,3815,7.0,1,1,1,7,No,Yes,57,63,3,NotPlaced,Meghna Kumar,24,Mechanical Engineering,69.0,72.1,48.7,46.6,"JavaScript, SQL, Python",5.0,95.7,No,4.42
3815,3816,7.8,1,1,2,9,Yes,Yes,71,83,2,NotPlaced,Meghna Choudhury,23,Electrical & Electronics Engineering,84.0,54.7,72.4,66.4,"SQL, Python, Java, Go",4.0,89.7,No,5.8
3816,3817,7.8,0,2,0,8,No,Yes,72,85,4,NotPlaced,Ananya Verma,24,Electronics & Communication Engineering,89.3,60.1,68.8,73.0,"Python, Go, C++",3.8,65.5,No,5.8
3817,3818,7.5,1,2,0,7,Yes,No,63,69,4,NotPlaced,Dev Mishra,21,Mechanical Engineering,62.3,34.5,53.9,59.3,"JavaScript, SQL, Python",4.4,84.6,No,5.8
3818,3819,6.7,1,1,0,7,No,No,65,62,3,NotPlaced,Pooja Choudhury,23,Computer Science & Engineering,71.8,51.0,65.2,51.2,"Java, Python",3.9,78.3,Yes,4.22
3819,3820,7.5,1,2,2,7,Yes,Yes,75,62,0,Placed,Dev Reddy,23,Computer Science & Engineering,97.4,100.0,77.5,67.5,"SQL, Python, C++",4.5,87.4,No,22.18
3820,3821,6.6,1,1,0,6,No,Yes,55,73,3,NotPlaced,Riya Chatterjee,20,Computer Science & Engineering,85.3,78.0,54.2,47.3,"Swift, Python",4.3,77.9,Yes,4.5
3821,3822,7.1,1,1,2,7,Yes,Yes,72,82,0,Placed,Amit Pillai,24,Computer Science & Engineering,78.3,76.0,81.8,67.8,"SQL, Java, C++",4.4,87.4,Yes,21.82
3822,3823,7.2,2,3,0,7,Yes,Yes,74,82,4,NotPlaced,Vivek Banerjee,22,Information Technology,68.4,48.6,67.7,52.3,"Python, C++",4.4,87.2,No,5.8
3823,3824,6.7,0,2,1,6,No,Yes,59,61,3,NotPlaced,Sanjay Mehta,22,Mechanical Engineering,75.7,53.2,45.2,52.1,"C++, Python, Go",4.3,86.1,Yes,3.76
3824,3825,8.5,1,1,0,8,Yes,Yes,73,88,1,NotPlaced,Arjun Rao,20,Computer Science & Engineering,62.4,43.6,91.0,75.8,"SQL, JavaScript, Java, C++, Python",4.8,90.4,No,5.8
